400	378	1
378	400	1
49	111	1
111	49	1
3	886	1
886	3	1
1357	143	1
143	1357	1
205	41	1
41	205	1
801	954	1
954	801	1
1472	357	1
357	1472	1
1607	113	1
113	1607	1
21	7603	1
7603	21	1
17	542	1
542	17	1
1	2731	1
2731	1	1
57	150	1
150	57	1
649	1885	1
1885	649	1
24	44	1
44	24	1
257	1295	1
1295	257	1
620	841	1
841	620	1
849	7564	1
7564	849	1
929	313	1
313	929	1
1873	15	1
15	1873	1
280	1173	1
1173	280	1
5342	1235	1
1235	5342	1
509	3	1
3	509	1
177	83	1
83	177	1
1	116	1
116	1	1
78	21	1
21	78	1
498	281	1
281	498	1
487	7512	1
7512	487	1
7603	256	1
256	7603	1
199	134	1
134	199	1
1834	3	1
3	1834	1
222	1	1
1	222	1
164	1393	1
1393	164	1
194	736	1
736	194	1
1531	13	1
13	1531	1
285	7588	1
7588	285	1
761	164	1
164	761	1
1150	10	1
10	1150	1
223	379	1
379	223	1
1625	445	1
445	1625	1
222	10	1
10	222	1
1353	309	1
309	1353	1
664	10	1
10	664	1
7598	53	1
53	7598	1
1470	39	1
39	1470	1
346	70	1
70	346	1
1571	138	1
138	1571	1
2634	268	1
268	2634	1
59	81	1
81	59	1
84	1619	1
1619	84	1
1975	84	1
84	1975	1
42	17	1
17	42	1
10	315	1
315	10	1
472	1	1
1	472	1
2848	1	1
1	2848	1
26	2372	1
2372	26	1
40	268	1
268	40	1
72	19	1
19	72	1
2749	79	1
79	2749	1
1062	7514	1
7514	1062	1
3232	12	1
12	3232	1
123	136	1
136	123	1
97	73	1
73	97	1
65	4	1
4	65	1
227	1833	1
1833	227	1
475	282	1
282	475	1
4	2997	1
2997	4	1
781	16	1
16	781	1
7564	7498	1
7498	7564	1
249	2	1
2	249	1
7	621	1
621	7	1
136	67	1
67	136	1
53	138	1
138	53	1
621	3	1
3	621	1
10	174	1
174	10	1
905	3419	1
3419	905	1
35	15	1
15	35	1
177	113	1
113	177	1
38	1482	1
1482	38	1
3392	1	1
1	3392	1
2	182	1
182	2	1
92	3208	1
3208	92	1
411	306	1
306	411	1
26	24	1
24	26	1
3142	1	1
1	3142	1
280	174	1
174	280	1
1675	478	1
478	1675	1
2336	907	1
907	2336	1
140	7565	1
7565	140	1
422	67	1
67	422	1
96	648	1
648	96	1
67	255	1
255	67	1
458	974	1
974	458	1
14	31	1
31	14	1
1428	109	1
109	1428	1
657	2452	1
2452	657	1
10	1702	1
1702	10	1
2086	18	1
18	2086	1
1479	2131	1
2131	1479	1
46	1805	1
1805	46	1
7588	100	1
100	7588	1
238	1095	1
1095	238	1
402	260	1
260	402	1
26	18	1
18	26	1
660	182	1
182	660	1
189	552	1
552	189	1
1	2898	1
2898	1	1
100	5	1
5	100	1
1	258	1
258	1	1
824	196	1
196	824	1
37	7403	1
7403	37	1
129	1097	1
1097	129	1
146	1	1
1	146	1
1875	1	1
1	1875	1
1173	172	1
172	1173	1
85	2951	1
2951	85	1
1	2941	1
2941	1	1
292	309	1
309	292	1
3451	98	1
98	3451	1
163	165	1
165	163	1
799	25	1
25	799	1
401	181	1
181	401	1
364	186	1
186	364	1
7564	406	1
406	7564	1
5389	61	1
61	5389	1
191	11	1
11	191	1
106	297	1
297	106	1
161	2209	1
2209	161	1
518	110	1
110	518	1
3266	1549	1
1549	3266	1
2375	128	1
128	2375	1
3080	30	1
30	3080	1
7569	4	1
4	7569	1
371	1272	1
1272	371	1
542	408	1
408	542	1
188	7550	1
7550	188	1
1601	606	1
606	1601	1
143	1762	1
1762	143	1
500	23	1
23	500	1
7571	7395	1
7395	7571	1
411	95	1
95	411	1
85	11	1
11	85	1
16	1093	1
1093	16	1
97	85	1
85	97	1
992	536	1
536	992	1
185	10	1
10	185	1
44	1729	1
1729	44	1
136	36	1
36	136	1
241	602	1
602	241	1
166	5342	1
5342	166	1
177	25	1
25	177	1
25	55	1
55	25	1
30	95	1
95	30	1
4	231	1
231	4	1
173	11	1
11	173	1
26	505	1
505	26	1
73	7595	1
7595	73	1
109	990	1
990	109	1
491	70	1
70	491	1
912	1623	1
1623	912	1
523	371	1
371	523	1
26	100	1
100	26	1
534	181	1
181	534	1
148	54	1
54	148	1
1182	61	1
61	1182	1
1420	993	1
993	1420	1
191	58	1
58	191	1
1	1147	1
1147	1	1
5	309	1
309	5	1
118	19	1
19	118	1
798	370	1
370	798	1
96	375	1
375	96	1
7374	1462	1
1462	7374	1
445	1625	1
1625	445	1
312	715	1
715	312	1
5	890	1
890	5	1
708	7496	1
7496	708	1
27	58	1
58	27	1
6131	27	1
27	6131	1
74	312	1
312	74	1
1325	7	1
7	1325	1
139	328	1
328	139	1
50	90	1
90	50	1
654	254	1
254	654	1
7	407	1
407	7	1
12	120	1
120	12	1
627	68	1
68	627	1
1863	34	1
34	1863	1
29	509	1
509	29	1
87	86	1
86	87	1
572	4	1
4	572	1
136	42	1
42	136	1
383	7564	1
7564	383	1
1060	645	1
645	1060	1
43	7601	1
7601	43	1
2484	339	1
339	2484	1
67	2800	1
2800	67	1
177	51	1
51	177	1
945	1479	1
1479	945	1
97	3	1
3	97	1
115	241	1
241	115	1
33	48	1
48	33	1
144	372	1
372	144	1
246	1858	1
1858	246	1
1067	247	1
247	1067	1
14	939	1
939	14	1
733	18	1
18	733	1
7372	356	1
356	7372	1
435	1825	1
1825	435	1
7520	7395	1
7395	7520	1
9	7334	1
7334	9	1
824	3323	1
3323	824	1
703	22	1
22	703	1
753	56	1
56	753	1
176	7603	1
7603	176	1
542	1276	1
1276	542	1
12	92	1
92	12	1
107	116	1
116	107	1
7	2922	1
2922	7	1
5342	353	1
353	5342	1
